genesinput	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	Tregs	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
CRYBA2	5.239540575	5.034270937	10.07084824	6.838506668	6.805956619	7.106612265	6.094544149	7.947610014	5.122480644	6.313959019	5.536192481	5.90308276	6.589045927	5.576727137	4.556712661	4.525700455	6.633376498	6.394115284	9.717776444	5.845456479	7.467546124	8.022931563
CRYBA4	7.771095444	13.84207784	30.63582201	6.968622793	8.77366203	12.19672668	13.36812571	9.173433177	15.26667084	7.282839793	7.62198799	6.694465385	8.762940874	10.26409979	7.084260999	6.052620848	10.74024218	6.143546466	9.376676524	10.40723954	14.90096355	19.03804846
CRYBB1	8.51087882	9.160277762	16.77479438	8.78944775	20.22798354	10.6390921	8.277095789	10.18494196	10.55258875	7.618702951	9.40235754	7.972776848	9.396148118	9.70690203	12.12718124	166.9553981	9.016747265	8.796010004	38.37689323	16.78915846	9.497994228	9.876168345
CRYBB2	58.71437978	129.958218	34.29700457	36.92992859	27.22904712	67.35667983	30.92999926	21.24976442	153.5194055	30.76060695	29.4197955	119.3880689	53.52550949	100.8350328	30.32542187	35.04923655	57.67822216	51.63139678	113.9962658	87.59859792	27.86542061	56.65871987
CRYBB3	7.46633806	6.998651843	10.23080265	8.629837238	12.75467855	7.534621061	8.066388643	10.29840785	12.02603174	12.59975172	8.551964731	7.726182177	8.640327694	7.813771695	11.14631073	9.914966708	8.804145847	9.648231266	8.966119438	8.799842507	8.786352543	8.992842505
CRYBG3	510.1418653	435.4177591	546.3352903	113.1940807	90.54476703	219.9410315	259.0178454	120.0804247	389.409976	523.1830042	89.35793107	172.9091698	640.677529	419.9438762	525.6216794	400.9691543	705.8988582	274.5626377	243.4272768	162.2720772	219.9149996	277.4318225
CRYGA	75.51971507	86.02017972	88.13751751	34.74079829	20.0702391	18.48494835	9.442115885	22.67712362	76.60249113	102.5047896	71.2826903	31.84856758	45.69000039	47.06673801	19.62537303	24.46628657	40.99975225	46.31647197	32.79645087	56.26394279	46.37611349	109.1657127
CRYGB	95.30143834	83.1381114	26.28547941	28.28345484	110.7662487	40.53053139	58.04424675	29.83495971	33.29290061	63.51835353	55.26689493	41.13129732	66.1129925	61.10610624	111.3833723	105.275436	92.52628833	69.77866429	30.6989189	89.49888931	155.6362696	111.4946642
CRYGC	77.7970072	88.71628579	48.52460385	77.48441243	146.6778838	55.31208708	39.14805645	84.54984551	95.28946077	79.66320625	33.74515414	52.6057908	62.56996284	53.80421675	62.85669824	21.79773507	63.56801385	33.09205039	77.35110171	15.19366441	107.8389235	96.30879982
CRYGD	26.66876459	59.55816911	30.99587635	48.27743033	53.92476594	49.46605443	43.88212709	62.60747916	22.71339283	94.29621063	54.9582618	33.16402421	46.06926428	20.2775277	27.97705381	57.41736661	49.8981536	22.10434477	62.64072858	60.063126	18.16287323	46.08027508
CRYL1	649.3613644	508.203821	426.4681517	530.7830733	404.9784093	510.5381933	304.7709666	404.8347668	521.564058	408.5999172	294.5419037	300.0125058	557.6764198	457.4857052	264.1356612	1621.430423	618.6691284	283.8776085	672.5020888	550.6095824	297.1367716	387.966381
CRYM	1646.699366	857.5108186	515.793338	286.1491822	137.6053305	384.4304757	281.7127126	154.18198	247.6513001	489.185968	177.8317081	190.4647097	302.4360383	281.02755	183.9119482	160.7225635	195.5912152	321.2150018	201.7613713	246.8695279	272.2932428	565.4211565
CRYZ	599.7621042	760.950741	482.9384848	776.0919282	572.0885086	936.8420907	813.1281003	775.3967882	467.314303	953.8553294	835.3408417	831.2688479	255.4829768	388.4402329	427.4149932	892.3150761	697.527058	936.8325505	2555.615921	1661.893337	129.6379412	69.91875413
CRYZL1	103.0111836	168.3450218	91.52816082	367.7896002	504.759973	280.2148266	236.6664335	210.622679	119.4251997	214.8621904	303.3125747	231.6627382	295.2633775	258.5618016	272.7970234	290.1092269	240.517351	280.2223207	458.13854	272.1340933	137.5002667	69.55914065
CSAD	228.2622611	168.6751029	164.1347667	180.9533904	194.9336701	130.7891502	87.77041198	209.2339524	112.5299823	135.6266289	298.2552513	208.4191856	233.7117921	109.5801995	118.9595662	247.602644	202.1507556	165.0073281	225.4989189	193.6366066	457.8251511	888.6415308
CSDA	8093.64204	1319.805295	3123.048536	1847.31104	237.0981058	160.8839554	566.3249387	229.9967071	572.345287	1296.312913	398.8523407	355.1134964	3414.666806	2503.80812	5505.223986	2005.427058	2288.367257	3008.492228	1390.478482	1668.113024	820.9882544	1350.972139
CSDC2	40.61494394	33.19369192	23.97041806	9.084414642	24.70060058	18.05005157	21.43533197	38.71816582	13.08572863	21.04478549	19.10649544	21.87563888	34.34393246	44.37642375	29.68963566	33.16402421	39.17100478	42.50432335	15.20108975	31.88098044	37.97158774	55.39262619
CSDE1	3477.034353	3379.647545	2779.019531	3668.816688	3235.881761	3981.741268	2511.671648	2641.476819	3833.735092	2209.437236	2114.11799	1928.262678	2389.209809	2182.833732	2360.471299	2395.678989	2590.395427	1736.419925	2114.963933	1986.173646	1653.378405	1692.585901
CSE1L	349.7971607	442.2756975	384.3034128	353.5649763	633.4655528	324.5653734	1987.375879	406.0721703	635.5630786	583.427058	446.3439141	784.5147606	444.5975749	660.6016267	491.526071	503.6260196	525.2038467	585.0281528	988.9853123	854.4135007	433.5297534	237.7226223
CSF1	22.1078749	21.81521667	14.62640697	22.99418539	21.94024148	32.27097928	235.5590589	24.17762134	159.729662	39.12354971	21.72047615	24.48518696	24.56893179	687.8844582	35.28849776	23.12217296	112.5821168	93.53462038	28.21718786	61.84446433	73.59342702	22.5275051
CSF1R	304.0206683	112.3375146	41.32565672	103.8622516	33.49248832	68.07437359	70.2363913	73.33196188	117.2010471	530.3169008	179.6131498	91.61016701	6153.462507	4325.647397	1979.231548	9377.985505	11676.48539	922.4490934	397.3532733	555.4248308	49.59771607	654.5799986
CSF2	24.24874392	18.24411695	43.36581215	24.4197256	40.95236426	25.87142267	1283.451966	22.7587994	16.26218479	62.26959997	47.27814858	741.3146239	27.09459243	28.52989192	18.82453343	16.29360796	34.06423073	38.03034172	29.73723499	1722.887037	20.96429003	19.5960694
CSF3	12.73061175	17.58093032	15.16967958	22.74902289	69.07601703	23.42229647	24.0216752	16.33119028	33.38326083	15.75070746	18.70560157	13.12815713	16.8501154	14.44905	25.73025482	20.11347878	14.27560902	13.91481208	22.82909163	25.19017165	13.77640379	16.98423054
CSF3R	99.76628743	29.61360061	22.72781743	24.3859179	107.0724606	36.16508067	25.6594246	38.93185048	85.4433645	338.8415636	115.6437107	45.2333023	2331.948628	214.3427639	860.3372222	737.8599039	92.48429351	67.25193329	186.0953351	212.2561883	248.3966271	9175.361959
CSGALNACT1	537.8350391	4856.793019	2993.594839	538.3661682	3489.016081	1757.426801	201.120539	113.6054513	1406.87539	144.2012606	259.8080018	126.0496752	184.7701282	49.46459784	48.27491587	43.79639678	30.05769709	76.60183652	108.99735	206.2523654	714.06441	1540.48052
CSGALNACT2	139.1507517	295.9637858	423.2442948	391.8423099	384.5683698	565.184672	649.6445183	312.5964635	289.3931971	795.6232528	405.7818081	535.9496184	1124.657569	815.2358355	198.4159625	875.1463025	853.7264301	545.8398579	873.3277131	476.3799367	1550.562318	777.1063292
CSH1	6.618252721	6.807602406	6.694465385	8.944534665	10.94489619	7.214039616	7.680556652	8.324479805	7.71203118	8.511385119	5.630769688	5.338773153	7.607316107	7.148728603	9.016559093	5.598819437	6.430843613	6.830950912	7.241661026	6.091228698	9.581993797	7.488272304
CSH2	166.0621042	199.4261365	696.2669173	106.2937452	97.29879579	105.9964013	192.619991	165.2138258	211.4231579	386.5249591	247.7590303	131.4016727	160.5990946	674.9666806	153.8510619	123.3772483	552.6028741	2535.015595	231.243109	156.7581874	83.48644515	256.0757102
CSHL1	12.48395633	10.95028856	114.778931	10.52665614	13.9469182	11.4758086	11.8097012	14.36766267	132.1933274	12.66743741	9.687633582	9.129359328	11.33386343	11.52098023	9.694581053	8.840521189	10.78395836	10.33760141	10.99070573	9.905629088	13.21055156	12.24664189
CSK	4692.886267	4626.857197	1164.600094	2514.781148	2327.160635	2961.26844	2829.09296	4825.475311	3623.225223	3469.447786	2739.161962	2541.022889	2707.139365	1238.342338	1372.175476	2305.942188	1492.793518	978.0997528	1690.157475	1506.227375	2832.357729	3393.420175
CSN1S1	125.1327277	103.8909204	67.56306944	16.18793918	33.11414254	36.21404498	46.78589346	26.4439513	224.3175807	95.65156497	54.67798398	25.27006223	15.16216869	22.286675	13.46437169	23.63321	16.60982785	34.01535741	11.34222645	11.21877812	41.70059516	129.333492
CSN2	786.9526886	518.6619789	564.7180044	198.4918515	171.3639079	209.1456784	256.3550069	173.0329808	360.0331616	627.061222	269.6767737	186.0631285	200.5738956	217.2851609	131.6993659	87.77041198	159.2089806	147.3782959	225.9301859	138.3884667	445.7227472	403.2105378
CSN3	70.6867458	53.86070491	40.44995594	17.79755703	19.09160833	28.40939226	24.33306321	16.19041478	81.52064377	24.30864785	23.94089721	20.05336165	29.61388339	20.98807079	24.88582	17.31182151	30.35559491	26.62969302	13.71546139	22.80408101	139.7196409	39.02046833
CSNK1A1	897.9278181	1069.30057	903.5360242	1305.64345	1138.273712	1595.675386	1405.505093	1375.874995	1694.827675	1275.265133	1061.665502	1115.681612	1466.943581	1308.805308	881.125548	965.63292	1394.832532	1280.560937	2083.183695	1809.301543	1763.369691	1149.455206
CSNK1D	200.7699597	337.2548257	532.8749002	487.5541875	438.1593555	852.5563739	816.5123842	1039.318466	2267.978862	434.0251863	948.67832	1073.790253	1079.40554	908.1367844	1725.414846	1087.390407	1115.170483	1383.091299	566.7826839	976.9966473	3098.301215	1725.011065
CSNK1E	147.6537197	115.7792634	197.6509214	142.0995627	172.4731305	78.37163777	81.00255361	112.6853857	454.1646804	133.6707715	149.6196889	125.5158046	104.9668122	101.9341473	114.4648121	167.687484	129.3929179	92.62590131	182.2783681	187.3651077	99.48365553	186.5433146
CSNK1G1	331.6574682	263.7573903	279.1095995	190.1021033	183.2450446	282.7174812	255.6118083	154.573264	302.515237	197.51765	309.2146432	280.4246365	197.5003425	188.8043825	168.7763249	113.6054513	161.0228492	199.2645692	111.1374315	124.7802796	205.7021239	392.7359409
CSNK1G2	286.8115404	403.2045737	254.1880697	534.0004283	693.7126817	465.1334225	269.3142053	716.4354914	928.994215	380.973038	628.4621167	412.3355723	502.14398	252.5944328	418.7096295	375.1830254	342.5637877	336.3683432	242.4301084	228.8561323	670.5605413	1015.917269
CSNK1G3	1250.394609	1181.150237	1431.824201	651.5184231	272.6170427	591.0133484	715.8342593	516.1544785	731.4283047	430.8522326	644.7333118	837.202291	582.0930085	473.6123917	480.7327133	354.34192	525.5473096	1302.492077	578.6077318	568.7574495	220.3133201	379.1591205
CSNK2A1	488.1182239	390.7194653	806.1193511	593.7861807	496.6177742	611.0170714	1026.422139	714.2881517	689.8991172	481.9152481	531.2570916	730.8958529	654.6737558	882.8312785	983.2371048	588.4766163	960.8021809	1124.681016	648.2586007	698.5953073	489.2679433	326.4906491
CSNK2A2	78.06875407	68.93073314	279.7871351	313.8959711	552.2593961	417.1870896	358.9853311	362.1892439	527.6421321	216.7352544	192.7373115	222.0692179	206.1896737	251.4682118	179.7148362	364.441263	260.1121533	275.759927	462.5530481	437.9943972	212.102237	43.85693433
CSNK2B	2158.745836	2100.631726	2719.550806	2158.78658	2508.080521	2050.816822	4236.414392	2511.671648	4950.316557	2140.999206	2430.112822	3602.317619	2383.388781	3125.922534	2686.498175	4070.195947	4327.454441	1957.785296	1905.885279	2322.401525	1577.453119	1388.008418
CSPG4	18.40356969	21.16360637	10.21829304	12.17413994	46.60566809	12.50772288	13.14017301	12.96669349	50.62239546	31.58980665	19.042889	11.48733325	7.850037123	9.776675657	17.96802353	9.973398059	7.643226556	9.741135098	12.0096091	9.385313991	35.30203182	16.70341005
CSPG5	142.6672381	99.39869287	73.84415536	43.41836169	60.40293882	48.83343488	87.36365662	77.87689746	84.3639647	160.6023596	44.30771275	77.38738398	45.87870515	120.791163	41.18448661	36.71555117	55.244572	54.95789298	35.80737279	35.92905944	110.9892203	146.9279987
CSPP1	189.5663159	180.9885974	249.2964218	207.1062293	423.0944463	185.6651043	169.6623031	276.0299346	244.7466625	179.5030553	198.6281399	190.3314674	215.8107357	146.1106586	192.619991	202.7804366	157.7224719	141.1016243	131.4574724	119.0608114	103.7311797	144.7877483
CSRNP2	196.5115537	223.7974184	191.2653887	284.2071296	331.4216877	232.7933006	263.8277164	472.4692216	388.3714099	383.7046364	404.4622278	347.4351426	260.0320887	304.07015	1001.265374	310.5399199	345.7659497	654.0672489	1189.751236	1283.082556	712.2070121	369.2080709
CSRNP3	33.51495052	22.95192014	18.97992776	7.139985925	12.77983838	7.334520336	9.857216379	9.973398059	24.16600784	31.9084577	8.39305975	14.59082485	10.10250874	11.83900931	12.59017099	8.288872254	8.702520907	16.42450686	16.7339682	6.586114583	14.73721656	70.16998222
CSRP1	981.6107072	1192.014161	1419.451672	933.9777802	664.5759391	1034.179076	803.5855937	939.6261506	950.8875429	950.3783045	688.1386112	750.8955835	1146.087794	1797.36484	812.4112478	527.5409202	1314.181812	1463.333796	887.7691555	1167.899598	997.1273233	641.6456059
CSRP2	119.6712508	122.3258274	138.9893405	40.63859762	65.29264421	23.7998802	96.88788848	37.70505665	276.5347661	256.306801	33.78275626	29.31809467	81.13090077	166.731472	525.2443286	145.4397332	40.36050571	773.8688643	79.68761086	41.37933584	196.1227023	147.2009589
CSRP3	5.382740888	5.699319281	4.273621867	6.749256944	5.542249289	5.107669662	9.050871942	9.70690203	3.483568089	6.016256654	7.178533706	5.769732642	7.006799453	7.506709918	6.58450536	7.913903958	5.730410795	7.191054879	12.80115138	12.50927861	13.93079005	6.314407132
CST1	64.9467235	44.38114103	49.59274467	19.2648236	50.36671815	35.0977819	26.26628742	30.28377361	21.48018703	18.43105698	31.85119924	27.6569304	37.33898525	32.3878238	29.2761616	12.55533168	44.55784325	52.30772886	31.53845386	18.28456152	6.394203549	82.0634562
CST2	7.691250656	17.07199028	12.73061175	15.51609304	16.93010618	11.75096777	20.98904773	16.2562128	10.38538141	57.25262821	12.16063235	13.47607353	13.39080502	11.22562273	11.5197232	52.86461525	16.76561575	10.89759299	11.71747289	6.677449675	8.873417804	8.859246923
CST3	149.136797	122.9816151	1052.262476	202.6234235	242.862693	134.129508	102.5188931	161.1817391	651.7278578	1862.405676	416.4170698	266.5877562	13735.3896	4078.148626	12713.60991	18358.6512	33354.40537	23295.54362	849.001851	1024.838223	195.863856	1229.471389
CST4	133.9396044	131.7547819	73.69460204	70.2919533	39.04159069	69.94065389	50.52462737	105.9090809	19.93183718	232.3277664	24.38199771	85.40183157	363.0153368	122.4486803	305.9455684	210.5478354	469.1160757	497.8459617	68.57662965	170.7782275	120.0601954	141.8121577
CST5	104.8110383	86.84450778	157.7027157	79.28729566	164.6569676	127.2849284	23.42229647	106.0848311	20.4942669	181.5771031	105.1275388	52.48031743	165.7909949	114.1422401	116.2438106	108.7748971	235.5532201	254.5643079	66.00997348	68.58277693	29.90371832	33.98463086
CST6	76.28040888	38.22562085	150.3144874	55.77596616	30.32542187	79.20083093	92.23348539	67.49889477	33.45267862	79.93461646	25.27938474	48.39924584	57.32347858	150.5938367	49.01458544	75.2977873	145.5433871	79.75050616	257.0843084	344.6427431	45.32932303	37.06975834
CST7	29.71165699	21.33475082	14.02145998	5181.597893	197.8545424	1470.064999	746.2695012	322.0620463	1323.231227	12102.63842	11514.68497	10179.78364	63.6732263	254.880064	186.8061087	292.5617552	1490.444911	4059.440795	2285.360966	2487.597945	616.2101884	2347.728878
CST8	272.887374	210.3820597	165.8741121	90.13941528	129.8636553	34.92822231	86.09710105	141.1237411	275.4629344	63.29532075	76.92487951	108.4640659	89.71934004	171.1320719	164.781526	96.08541073	202.6244542	159.5993935	113.9350133	89.34414448	278.5282027	339.9991955
CSTA	76.15970242	37.09027908	90.02342615	97.30642843	47.59028681	46.8796189	51.77354793	152.1238107	84.6913697	1514.886849	403.0211991	150.5851783	10027.95558	4364.077628	7866.426688	1158.430942	2963.326151	7330.109834	636.6413761	1066.544818	493.4183139	5680.783889
CSTB	448.4056744	1537.055344	2812.593654	5138.792432	3270.475744	3877.830816	3414.173652	3716.821093	6528.554555	4346.921396	3195.891258	3056.84082	5576.724303	20964.69264	9006.839826	8731.942274	19101.80464	16637.7271	7299.09501	7924.688735	2365.110567	2428.660625
CSTF1	134.2947132	69.54668541	165.8741121	250.29828	196.5115537	273.752797	421.8107829	415.0809367	211.9029924	269.5823171	220.7266522	273.1718706	199.2489669	228.2046405	233.4211369	193.5601753	231.1662247	195.5980766	278.0409947	221.0115997	404.0770578	140.4336115
CSTF2	438.3209992	344.3149588	590.3615841	325.0040292	375.940467	469.8407744	1281.711924	720.5238392	415.9922584	480.5466921	282.7254568	582.3776554	424.7984677	409.4520274	545.9188591	266.8656416	406.65326	450.7470201	407.1362263	406.4986239	445.6559588	366.7525507
CSTF2T	203.7216331	174.2548858	154.6234756	315.8410218	272.887374	313.0593206	390.6030504	370.1582078	295.930322	636.2962899	317.156653	469.8407744	321.7318905	243.7051176	325.8890111	293.821614	321.3325834	294.6447387	442.0683106	305.112498	287.2184886	126.66437
CSTF3	1900.436024	1449.907707	761.0529324	798.6655368	535.2016414	818.1000447	1109.762431	782.7894517	1135.772626	1923.806192	839.2869978	890.9682716	643.2756766	878.7632174	1310.530497	696.2669173	1235.817757	1354.69812	1628.583165	1088.215275	664.4696445	546.3756487
CT62	12.33024148	10.85529822	7.106612265	5.356294253	12.86019319	11.20330491	10.79075018	5.324997234	17.13561017	15.28026028	10.80044117	6.469992914	6.849413981	6.092057612	20.19963341	13.79321282	8.327676802	8.272987575	12.60153207	8.667427778	13.48369766	11.66384841
CTAG2	21.60591559	13.55007008	16.77479438	10.09600914	36.41518352	17.18073516	12.49569028	7.406441697	88.14290952	25.08349611	17.3951353	12.60267124	11.81252707	12.00868118	11.66918119	14.69772532	18.61980605	15.58943021	16.4487586	15.30105602	47.00357957	34.92563585
CTAGE1	798.2342847	441.7902955	235.3990149	106.8698703	79.62676025	103.7065116	88.6988597	65.62156196	213.644735	199.4234854	97.06229226	112.4685912	95.83353315	92.26085223	98.27121192	62.60747916	86.14922253	102.3799778	89.63538933	80.61850693	111.17727	232.2828987
CTAGE11P	110.1171051	41.30265151	83.95843144	32.7093653	107.2355131	11.87799251	49.17221068	17.59036247	120.722345	57.31724078	70.38737576	50.40038553	32.49961163	42.47999739	61.60426486	46.50958734	96.78789731	99.28654597	75.04609205	62.75180801	133.6087115	30.30977442
